sample_id,dataset,task,question,answer,answers,metadata,has_image
textvqa_243,textvqa,textvqa,who wrote this book?,jonathan lyons,"[""jonathan lyons"", ""jonathan lyons"", ""jonathoan lyons"", ""jonathan lyons"", ""jonathan lyons"", ""jonathan lyons"", ""jonathan lyons"", ""jonathan lyons"", ""jonathon lyons"", ""jonathan lyons""]","{""raw_index"": 243, ""image_id"": ""c08c765227497af0""}",True
textvqa_285,textvqa,textvqa,what is inside the box?,vertical battery grip,"[""vertical battery grip"", ""a vertical battery grip"", ""vertical battery grip"", ""vertical battery grip"", ""vertical battery grip"", ""a fujifilm x-t1"", ""vertical battery grip"", ""the vertical battery grip"", ""fujiflim x-t1 vertical battery grip vg-xt1"", ""vertical battery grip""]","{""raw_index"": 285, ""image_id"": ""4a1e854e3b8010b5""}",True
textvqa_685,textvqa,textvqa,what is the date on the purple container on the right?,2/4/94,"[""caution"", ""2/4/94"", ""2/9/94"", ""2/4/94"", ""2/4/94"", ""2/4/1994"", ""2/4/94"", ""2/4/94"", ""2/4/94"", ""2/4/94""]","{""raw_index"": 685, ""image_id"": ""cb50a779a4a930ff""}",True
textvqa_767,textvqa,textvqa,what restaurant is at the back of the store?,little caesars,"[""little caesars"", ""little caesars"", ""little caesars"", ""little caesars"", ""little caesars"", ""little caesars'"", ""little caesars"", ""little caesars"", ""little caesars"", ""little caesars""]","{""raw_index"": 767, ""image_id"": ""6a83e2bb08626926""}",True
textvqa_219,textvqa,textvqa,what year is on the sign beside the black and yellow card?,2014,"[""2014"", ""0209 eyw"", ""2014"", ""2014"", ""2014"", ""2014"", ""2014"", ""2014"", ""2014"", ""2014""]","{""raw_index"": 219, ""image_id"": ""001bebecea382500""}",True
textvqa_753,textvqa,textvqa,what stove brand is that?,aga,"[""aga"", ""aga"", ""aga"", ""aga"", ""aga"", ""aga"", ""aga"", ""ada"", ""aga"", ""aga""]","{""raw_index"": 753, ""image_id"": ""20a19fc5482d388d""}",True
textvqa_135,textvqa,textvqa,at which school is this photo taken?,ilm academy,"[""ilm academy"", ""ilm academy"", ""ilm academy"", ""ilm academy"", ""ilm academy"", ""ilm academy"", ""ilm academy"", ""ilm academy"", ""ilm academy"", ""ilm academy""]","{""raw_index"": 135, ""image_id"": ""f641dca254c0713b""}",True
textvqa_584,textvqa,textvqa,what type of drinks are for sale?,cocktails,"[""cocktails"", ""cocktails"", ""cocktails"", ""cocktails"", ""cocktails"", ""cocktails"", ""cocktails"", ""cocktails"", ""cocktails"", ""cocktails""]","{""raw_index"": 584, ""image_id"": ""1e482e93e9cd0f4d""}",True
textvqa_590,textvqa,textvqa,which one is orange flavored?,the one on the left.,"[""the one on the left."", ""on the left"", ""orange mandarine"", ""tri top"", ""tri top orange mandarin"", ""left"", ""one to the left"", ""orange"", ""far left orange one"", ""mandarine""]","{""raw_index"": 590, ""image_id"": ""2c4a626ef2f14811""}",True
textvqa_484,textvqa,textvqa,what does the sign with the arrow say?,stop here on red,"[""stop here on red"", ""no turn on red"", ""stop here on red"", ""stop here on red"", ""stop here on red"", ""stop here on red"", ""stop here on red"", ""stop here on red"", ""stop here on red"", ""stop here on red""]","{""raw_index"": 484, ""image_id"": ""13b30e89ac221ee2""}",True
textvqa_248,textvqa,textvqa,what country is mentioned?,italy,"[""italy"", ""italy"", ""italy"", ""italy"", ""italy"", ""italy"", ""italy"", ""italy"", ""italy"", ""italy""]","{""raw_index"": 248, ""image_id"": ""492c80b448e09fe8""}",True
textvqa_709,textvqa,textvqa,what does the first bolded word say?,kinder,"[""kinder"", ""kinder"", ""kinder"", ""kinder"", ""kinder"", ""kinder"", ""kinder"", ""kinder"", ""kinder"", ""kinder""]","{""raw_index"": 709, ""image_id"": ""0e5c3c79a10bfbf5""}",True
textvqa_416,textvqa,textvqa,what platform is shown on the imagge?,instagram,"[""yes"", ""instagram"", ""instagram"", ""instagram"", ""instagram"", ""instagram"", ""instagram"", ""instagram"", ""instagram"", ""instagram""]","{""raw_index"": 416, ""image_id"": ""badbfb75b6639582""}",True
textvqa_194,textvqa,textvqa,what down payment can you put down on this product?,10%,"[""10"", ""10 percent"", ""10 percent"", ""10%"", ""10%"", ""10%"", ""10%"", ""10%"", ""10%"", ""10%""]","{""raw_index"": 194, ""image_id"": ""5a35dcd60c31078c""}",True
textvqa_96,textvqa,textvqa,what is the name of the beer?,darwin's downfall,"[""darwin's downell"", ""darwin's downfall"", ""darwin's downfall"", ""cau ban thach"", ""darwin's downfall"", ""darwins"", ""darwins downfall"", ""pwd 2462-2"", ""darwin's downfall"", ""darwin's downfall""]","{""raw_index"": 96, ""image_id"": ""e2010bdbb125611b""}",True
textvqa_946,textvqa,textvqa,what country does the coin mention?,canada,"[""canada"", ""nba"", ""canada"", ""canada"", ""canada"", ""canada"", ""canada"", ""canada"", ""canada"", ""canada""]","{""raw_index"": 946, ""image_id"": ""108f6c9f4677b614""}",True
textvqa_674,textvqa,textvqa,what is the first letter shown on the box?,b,"[""b"", ""b"", ""b"", ""b"", ""b"", ""b"", ""b"", ""b"", ""b"", ""b""]","{""raw_index"": 674, ""image_id"": ""18d8899d0b1f37a3""}",True
textvqa_441,textvqa,textvqa,what is a failure according to the banner?,capitalism,"[""capitalism"", ""capitalism"", ""capitalism"", ""capitalism"", ""capitalism"", ""capitalism"", ""capitalism"", ""capitalism"", ""communism"", ""unanswerable""]","{""raw_index"": 441, ""image_id"": ""0639268f2531c31c""}",True
textvqa_362,textvqa,textvqa,what  is the name of the heroes?,iceman,"[""iceman"", ""iceman"", ""iceman"", ""iceman"", ""iceman"", ""iceman"", ""iceman"", ""iceman"", ""iceman"", ""iceman""]","{""raw_index"": 362, ""image_id"": ""b6d15addbc34e08f""}",True
textvqa_755,textvqa,textvqa,what is the name of brewery that manufactures this beer?,three philosophers,"[""three philosophers"", ""three philosophers"", ""three philosophers"", ""quadrupel"", ""ommegang"", ""ommegang"", ""brewery ommegang"", ""three philosophers"", ""three philosophers"", ""brewery ommegang""]","{""raw_index"": 755, ""image_id"": ""918ccebb8d86df91""}",True
textvqa_420,textvqa,textvqa,what is on the man's shorts?,unanswerable,"[""unanswerable"", ""furman"", ""carlisle"", ""furman"", ""a logo"", ""unanswerable"", ""unanswerable"", ""unanswerable"", ""furman"", ""body outline""]","{""raw_index"": 420, ""image_id"": ""01c82eac29b01b43""}",True
textvqa_478,textvqa,textvqa,what is the quote on the mug?,nara kan visst skjuta hare,"[""nara kan visst skjuta hare"", ""nara kan visst skjuta hare"", ""nara kan visst skjuta hare"", ""nara kan visst skuta hare"", ""kara kan visst skjuta hare"", ""nara kan visst skjuta hare"", ""nara kan visst skjuta hare"", ""nara kan visst skjuta hare"", ""nära kan visst skjuta hare"", ""nara kan visst skjuta hare""]","{""raw_index"": 478, ""image_id"": ""1fe4e78c1fe02dcb""}",True
textvqa_55,textvqa,textvqa,what country is this museum for?,united states,"[""united states"", ""the united states patent and trademark office museum"", ""usa"", ""usa"", ""us"", ""united states"", ""united states"", ""the united states"", ""united states"", ""united states""]","{""raw_index"": 55, ""image_id"": ""77b8576e0b407ab1""}",True
textvqa_689,textvqa,textvqa,what time does the clock say it is?,11:42,"[""11:42"", ""11:43"", ""11:42"", ""11:42"", ""11:46"", ""11:42"", ""11:41"", ""11:42"", ""11:46"", ""11:43""]","{""raw_index"": 689, ""image_id"": ""facc26ea125695b1""}",True
textvqa_669,textvqa,textvqa,who is player number 138?,shobrilbr,"[""shobrilbr"", ""shobrilbr"", ""shobrilbr"", ""shobrilbr"", ""shobrilbr"", ""shobrillbr"", ""silly"", ""shobrilbr"", ""shobrilbr"", ""the one in the middle""]","{""raw_index"": 669, ""image_id"": ""6efe9e6558d8e007""}",True
textvqa_661,textvqa,textvqa,what is the bus number?,36,"[""36"", ""annotated"", ""326"", ""36"", ""36"", ""326"", ""36"", ""36"", ""36"", ""36""]","{""raw_index"": 661, ""image_id"": ""01c3702f209b5eaa""}",True
textvqa_100,textvqa,textvqa,is the book pigs and battleships here?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 100, ""image_id"": ""a61b43ae732682c1""}",True
textvqa_62,textvqa,textvqa,where do you sign up for the army according to the poster?,nearest recruiting station,"[""nearest recruiting station"", ""recruiting station"", ""nearest recruiting station"", ""nearest recruiting station"", ""nearest recruiting station"", ""nearest recruiting station"", ""the nearest recruiting station"", ""nearest recruiting station"", ""nearest recruiting station"", ""nearest recruiting station""]","{""raw_index"": 62, ""image_id"": ""40917a1218312a0c""}",True
textvqa_412,textvqa,textvqa,what is the name of the company?,huntington theatre company,"[""huntington theater"", ""huntington theatre comapny"", ""huntington theatre company"", ""huntington theatre company"", ""huntinton theatre company"", ""huntington"", ""huntington theatre company"", ""its huntington theatre company."", ""huntington theatre company"", ""huntington theatre company""]","{""raw_index"": 412, ""image_id"": ""ea90860377a65ea5""}",True
textvqa_347,textvqa,textvqa,what is inside the package?,coffee,"[""coffee"", ""coffe"", ""coffee roasters"", ""stumptown coffee"", ""coffee"", ""coffee roasters"", ""coffee roasters"", ""olympus"", ""coffee"", ""coffee""]","{""raw_index"": 347, ""image_id"": ""a281ad281bec9504""}",True
textvqa_111,textvqa,textvqa,what is the website for south carolina?,travel2sc.com,"[""travel2sc.com"", ""travel2sc.com"", ""travel2sc.com"", ""travel2sc.com"", ""travel2sc.com"", ""travel2sc.com"", ""travel2sc.com"", ""travel2sc.com"", ""travel2sc.com"", ""travel2sc.com""]","{""raw_index"": 111, ""image_id"": ""6d7a27189aa589df""}",True
textvqa_254,textvqa,textvqa,what year is shown?,1973,"[""1973"", ""1973"", ""1973"", ""sutro tower"", ""1973"", ""1973"", ""1973"", ""1973"", ""1973"", ""1973""]","{""raw_index"": 254, ""image_id"": ""b44c0085b0533ab1""}",True
textvqa_923,textvqa,textvqa,what is the name of the pharmacy?,cvs,"[""cvs"", ""cvs"", ""cvs"", ""cvs pharmacy"", ""cvs pharmacy"", ""cvs"", ""cvs"", ""270"", ""cvs"", ""cvs""]","{""raw_index"": 923, ""image_id"": ""0c840974bf0844d9""}",True
textvqa_705,textvqa,textvqa,which carrier is this service vehicle for?,at&t,"[""at&t"", ""at&t"", ""at&t"", ""at&t"", ""at&t"", ""at&t"", ""at&t"", ""att&t"", ""at&t"", ""att""]","{""raw_index"": 705, ""image_id"": ""3e836e22a5cd1a86""}",True
textvqa_814,textvqa,textvqa,how much miles it says?,3000,"[""3000"", ""3000"", ""3000"", ""3000"", ""3000"", ""3000"", ""3000"", ""3000"", ""3000"", ""3000""]","{""raw_index"": 814, ""image_id"": ""02dc60e7b13e6dda""}",True
textvqa_966,textvqa,textvqa,what network is shown on the box?,aljazeera,"[""aljazeerhanetwork"", ""aljazeera"", ""aljazeeranetwork"", ""aljazeera"", ""aljazeera"", ""azjerjann"", ""aljazeera"", ""aljazeera"", ""aljazeera"", ""aljazeera""]","{""raw_index"": 966, ""image_id"": ""2c97212dcc87201c""}",True
textvqa_143,textvqa,textvqa,what dos this say?,"something, somewhere went terribly wrong.","[""something somewhere went terribly wrong"", ""something, somewhere went terribly wrong"", ""something, somewhere went terribly wrong."", ""something, somewhere went terribly wrong"", ""something, somewhere went terribly wrong"", ""something, somewhere went terribly wrong."", ""something, somewhere went terribly wrong."", ""something, somewhere went terribly wrong."", ""something, somewhere went terribly wrong."", ""something, somewhere went terribly wrong.""]","{""raw_index"": 143, ""image_id"": ""d12e7ced694c53ae""}",True
textvqa_829,textvqa,textvqa,what is the beer that is named after a fish?,bass,"[""bass"", ""bass"", ""yes"", ""bass"", ""bass"", ""bass"", ""bass"", ""bass"", ""bass"", ""bass""]","{""raw_index"": 829, ""image_id"": ""6fc2eaab42137ec1""}",True
textvqa_187,textvqa,textvqa,what brand is this wristwatch?,nixon,"[""nixon"", ""nixon"", ""tabasco"", ""nixon"", ""nixon"", ""nixon"", ""nixon"", ""nixon"", ""nixon"", ""nixon""]","{""raw_index"": 187, ""image_id"": ""7418c93ff0ac7486""}",True
textvqa_717,textvqa,textvqa,what is printed on the glass?,carlsberg,"[""carlsberg"", ""carlsberg"", ""carlsberg"", ""carlsberg"", ""carlsberg"", ""carlslerg"", ""carlsberg"", ""carlsberg"", ""carlsberg"", ""carlsberg""]","{""raw_index"": 717, ""image_id"": ""4a5b3bc5545f9c92""}",True
textvqa_912,textvqa,textvqa,what brand of hoodie are they wearing?,lavigne rugby,"[""lavigne"", ""lavigne rugby"", ""rugby"", ""answering does not require reading text in the image"", ""lavigne rugby"", ""lavione rugby"", ""lavigne"", ""lavigone rugby"", ""inuk"", ""lavigne rugby""]","{""raw_index"": 912, ""image_id"": ""849091f0faf52893""}",True
textvqa_255,textvqa,textvqa,what is the brand of this device?,cyon,"[""cyon"", ""cyon"", ""cyon"", ""100"", ""cyon"", ""cyon"", ""cyon"", ""cyon"", ""cyon"", ""cyon""]","{""raw_index"": 255, ""image_id"": ""95d0fc2f57343a72""}",True
textvqa_77,textvqa,textvqa,what number is on his shirt?,5,"[""5"", ""german style"", ""5"", ""5"", ""5"", ""5"", ""5"", ""5"", ""5"", ""5""]","{""raw_index"": 77, ""image_id"": ""0dc6c613c531c303""}",True
textvqa_453,textvqa,textvqa,what is the name of the building in the background?,auto electrician,"[""auto electrician"", ""auto electrician"", ""auto electrician"", ""auto electrician"", ""auto electrician"", ""auto electrician"", ""auto electican"", ""yes"", ""auto electrician"", ""auto electrician""]","{""raw_index"": 453, ""image_id"": ""010cfb13c3b9be8d""}",True
textvqa_563,textvqa,textvqa,what is the name of the team of the man in the red shirt?,alpari,"[""alpari"", ""alpari"", ""west ham united"", ""alpari"", ""alpari"", ""alpari"", ""alpari"", ""alpari"", ""alpari"", ""alpari""]","{""raw_index"": 563, ""image_id"": ""8546e16e27729dbe""}",True
textvqa_989,textvqa,textvqa,what brand of phone came in this case?,iphone 4,"[""iphone 4"", ""iphone 4"", ""iphone 4"", ""iphone"", ""apple iphone"", ""iphone"", ""iphone 4"", ""apple"", ""iphone"", ""iphone""]","{""raw_index"": 989, ""image_id"": ""7e082466f84f7c35""}",True
textvqa_51,textvqa,textvqa,which street is indicated on the green sign?,7 av,"[""7th"", ""7 av"", ""47th"", ""7 av"", ""7 av"", ""7 av"", ""7 ave"", ""7 av"", ""7 av"", ""7 av""]","{""raw_index"": 51, ""image_id"": ""012177742de13113""}",True
textvqa_667,textvqa,textvqa,what kind of regenerateur?,sarcophage,"[""sarcophage"", ""sarcophage"", ""sarcophage"", ""sarcophage"", ""sarcophage"", ""sarcophage"", ""sarcophage"", ""sarcophage"", ""sarcophage"", ""sarcophage""]","{""raw_index"": 667, ""image_id"": ""9759a86c61aed9d7""}",True
textvqa_553,textvqa,textvqa,what section are they in?,a13,"[""a13"", ""a13"", ""a13"", ""a13"", ""a13"", ""a13"", ""a13"", ""a13"", ""jednosc"", ""a13""]","{""raw_index"": 553, ""image_id"": ""9c351f7ca6170ad6""}",True
textvqa_15,textvqa,textvqa,who is the artist on the billboard?,beck,"[""beck"", ""beck"", ""beck"", ""beck"", ""beck"", ""beck"", ""beck"", ""beck"", ""beck"", ""beck""]","{""raw_index"": 15, ""image_id"": ""b6d5d47d85d7f53e""}",True
textvqa_980,textvqa,textvqa,what is this for?,unanswerable,"[""notice no applause or public comment allowed from the senate gallery. no standing allowed in seated areas."", ""the rules for the senate gallery"", ""unanswerable"", ""notice of rules for the senate gallery"", ""instructions"", ""senate"", ""senate gallery sign"", ""unanswerable"", ""senate gallery"", ""senate gallery""]","{""raw_index"": 980, ""image_id"": ""faf0794a69f93bab""}",True
textvqa_242,textvqa,textvqa,is the bottle with yellow liquid lemonade?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes, the yellow liquid in the bottle is lemonade."", ""yes"", ""yes""]","{""raw_index"": 242, ""image_id"": ""7bd452f46eff74de""}",True
textvqa_170,textvqa,textvqa,what's the number under the company name?,64,"[""64"", ""64"", ""64"", ""64"", ""64"", ""64"", ""64"", ""64"", ""64"", ""64""]","{""raw_index"": 170, ""image_id"": ""c79b4fdd4d209134""}",True
textvqa_751,textvqa,textvqa,what time is shown on the clock?,9:50,"[""9:50"", ""10:50"", ""9:50"", ""9:50"", ""9:50"", ""10:50"", ""9:50"", ""9:50"", ""9:50"", ""9:50""]","{""raw_index"": 751, ""image_id"": ""00259130671bd32b""}",True
textvqa_715,textvqa,textvqa,what country is written in the first art piece?,mexico,"[""mexico"", ""mexico"", ""mexico"", ""mexico"", ""mexico"", ""mexico"", ""mexico"", ""mexico"", ""mexico"", ""ezln""]","{""raw_index"": 715, ""image_id"": ""e2901dc6ae1463f8""}",True
textvqa_492,textvqa,textvqa,what branch of the armed forces is this plane from?,air force,"[""air force"", ""u.s. air force"", ""u.s. air force"", ""u.s. air force"", ""u.s air force"", ""air force"", ""us air force"", ""air force"", ""air force"", ""air force""]","{""raw_index"": 492, ""image_id"": ""887f5e6283606d33""}",True
textvqa_218,textvqa,textvqa,is that a studio?,no,"[""no"", ""unanswerable"", ""answering does not require reading text in the image"", ""yes"", ""no"", ""yes"", ""unanswerable"", ""yes"", ""no"", ""unanswerable""]","{""raw_index"": 218, ""image_id"": ""bd4ae114c281df67""}",True
textvqa_869,textvqa,textvqa,is this the one way street?,yes,"[""yes"", ""first"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""8"", ""it is on the left"", ""yes""]","{""raw_index"": 869, ""image_id"": ""00e9e161b832fb2a""}",True
textvqa_725,textvqa,textvqa,how much does the jar closest to the camera cost?,$228.00,"[""228"", ""$228.00"", ""$228"", ""$228.00"", ""228"", ""1990"", ""$228.00"", ""228.00"", ""$228.00"", ""$228.00""]","{""raw_index"": 725, ""image_id"": ""ee6ac652c1c9b888""}",True
textvqa_168,textvqa,textvqa,what athletic brand is advertised on the man in the white shirt?,adidas,"[""flora"", ""adidas"", ""adidas"", ""adidas"", ""adidas"", ""adidas"", ""adidas"", ""adidas"", ""adidas"", ""adidas""]","{""raw_index"": 168, ""image_id"": ""44878232e79c9f8d""}",True
